PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Chinanu Onuaku,HOU,21,1,1,0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,5.7,0,0,-3.0
Chris Paul,HOU,33,15,11,4,34.5,21.1,7.9,17.1,45.9,2.5,6.6,37.4,2.9,3.5,83.0,0.6,5.3,5.9,5.8,1.9,2.0,0.3,3.1,41.9,4,0,4.1
Clint Capela,HOU,24,17,11,6,30.6,12.7,5.6,8.5,66.0,0.0,0.0,0.0,1.5,3.2,47.3,3.6,8.0,11.6,1.3,0.9,0.8,2.1,2.2,36.5,7,0,2.2
Corey Brewer,OKC,32,6,2,4,25.2,6.2,2.2,4.2,52.0,0.8,1.8,45.5,1.0,1.0,100,0.7,1.5,2.2,0.8,0.3,1.2,0.8,2.8,15.7,0,0,-7.3
Cory Joseph,IND,26,7,3,4,20.5,4.7,1.7,4.7,36.4,0.4,1.6,27.3,0.9,0.9,100,0.3,2.1,2.4,3.0,0.6,1.3,0.3,1.4,16.3,0,0,1.3
Dakari Johnson,OKC,22,2,0,2,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.0
Damian Jones,GSW,23,4,4,0,2.7,1.0,0.3,0.5,50.0,0.0,0.0,0.0,0.5,0.8,66.7,0.3,0.5,0.8,0.0,0.8,0.0,0.0,1.0,1.2,0,0,-5.0
Damian Lillard,POR,27,4,0,4,40.6,18.5,6.3,17.8,35.2,2.3,7.5,30.0,3.8,4.3,88.2,0.8,3.8,4.5,4.8,4.0,1.3,0.0,2.0,30.8,0,0,-10.5
Danny Green,SAS,31,5,1,4,20.6,4.2,1.6,6.0,26.7,1.0,4.0,25.0,0.0,0.0,0.0,0.8,1.4,2.2,0.2,0.4,0.2,0.8,1.6,9.7,0,0,-9.4
Dante Exum,UTA,22,10,5,5,11.4,5.1,2.0,4.1,48.8,0.2,0.7,28.6,0.9,1.2,75.0,0.4,1.0,1.4,1.0,1.5,0.1,0.1,1.5,7.4,0,0,-2.2
Dario Saric,PHI,24,10,5,5,32.8,17.2,5.9,14.0,42.1,2.0,5.2,38.5,3.4,4.0,85.0,3.2,4.1,7.3,3.5,1.5,1.0,0.4,2.8,33.9,1,0,-2.2
Darius Miller,NOP,28,9,5,4,18.0,4.8,1.6,3.8,41.2,1.0,2.7,37.5,0.7,0.7,100,0.2,2.0,2.2,1.2,0.7,0.6,0.0,1.1,10.3,0,0,0.4
Darren Collison,IND,30,7,3,4,30.6,11.3,4.4,9.7,45.6,1.1,3.3,34.8,1.3,1.7,75.0,0.1,2.9,3.0,4.7,1.3,1.0,0.0,1.0,23.7,0,0,3.3
David Stockton,UTA,27,2,1,1,2.9,1.0,0.5,1.5,33.3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,1.6,0,0,1.5
David West,GSW,37,18,14,4,9.7,3.3,1.5,2.5,60.0,0.1,0.1,50.0,0.2,0.2,100,0.6,1.4,2.1,1.8,0.6,0.3,0.6,1.3,10.5,0,0,0.1
Davis Bertans,SAS,25,5,1,4,16.5,3.4,0.6,3.6,16.7,0.6,3.2,18.8,1.6,2.2,72.7,0.2,2.0,2.2,1.2,0.2,0.4,0.0,2.0,8.8,0,0,0.6
DeAndre Liggins,NOP,30,3,2,1,4.5,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.7,50.0,0.0,0.3,0.3,0.0,0.7,0.0,0.0,0.0,0.1,0,0,-7.3
DeMar DeRozan,TOR,28,10,4,6,35.4,22.7,8.7,19.9,43.7,1.0,3.5,28.6,4.3,5.3,81.1,0.6,3.0,3.6,4.0,2.3,0.5,0.6,2.4,34.0,0,0,-6.5
Dejounte Murray,SAS,21,5,1,4,19.2,7.8,2.8,6.2,45.2,0.8,1.2,66.7,1.4,1.8,77.8,0.8,3.4,4.2,1.8,1.0,1.0,0.4,2.2,18.7,0,0,-3.2
Delon Wright,TOR,26,10,4,6,21.5,8.6,3.1,6.8,45.6,0.9,2.1,42.9,1.5,1.6,93.8,0.3,1.9,2.2,2.3,0.9,1.5,0.9,1.0,21.0,0,0,-0.9
Derrick Favors,UTA,26,11,5,6,26.0,9.3,3.8,6.2,61.8,0.2,0.5,40.0,1.5,3.0,48.5,1.8,3.4,5.2,1.2,0.9,0.7,1.0,1.5,21.5,1,0,3.3
Derrick Rose,MIN,29,5,1,4,23.8,14.2,5.8,11.4,50.9,1.4,2.0,70.0,1.2,1.4,85.7,0.2,1.6,1.8,2.6,1.6,0.4,0.0,1.8,19.9,0,0,0.2
Derrick White,SAS,23,3,0,3,6.1,2.3,1.0,2.0,50.0,0.3,0.7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.7,0.0,5.8,0,0,0.7
Domantas Sabonis,IND,22,7,3,4,23.7,12.4,5.1,8.9,58.1,0.1,1.0,14.3,2.0,2.6,77.8,2.0,2.6,4.6,0.7,1.0,0.1,0.3,3.1,19.3,0,0,1.7
Donovan Mitchell,UTA,21,11,5,6,37.4,24.4,9.3,22.1,42.0,2.3,7.3,31.3,3.5,3.9,90.7,0.8,5.1,5.9,4.2,2.9,1.5,0.4,3.2,40.3,3,0,-2.3
Draymond Green,GSW,28,21,16,5,39.0,10.8,4.0,9.1,43.2,1.0,3.8,26.6,1.9,2.3,79.6,2.0,8.6,10.6,8.1,3.0,2.0,1.5,3.6,42.9,11,1,8.7
Dwyane Wade,MIA,36,5,1,4,25.5,16.6,6.2,14.0,44.3,0.0,0.8,0.0,4.2,5.2,80.8,0.6,3.6,4.2,3.6,2.2,1.4,0.2,2.2,29.6,0,0,1.0
E'Twaun Moore,NOP,29,9,5,4,31.6,11.3,4.6,9.8,46.6,1.0,2.8,36.0,1.2,1.8,68.8,0.7,1.9,2.6,1.7,1.2,0.7,0.1,2.2,18.0,0,0,2.4
Ed Davis,POR,29,4,0,4,17.7,2.8,1.3,2.5,50.0,0.0,0.0,0.0,0.3,1.0,25.0,1.3,6.8,8.0,0.0,1.0,0.0,0.3,1.8,12.1,0,0,0.0
Ekpe Udoh,UTA,31,6,2,4,3.5,0.3,0.2,0.2,100,0.0,0.0,0.0,0.0,0.7,0.0,0.2,0.3,0.5,0.0,0.2,0.0,0.3,0.3,1.8,0,0,-0.8
Emeka Okafor,NOP,35,1,1,0,3.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-8.0
Eric Bledsoe,MIL,28,7,3,4,32.1,13.6,5.3,12.0,44.0,1.0,3.1,31.8,2.0,2.9,70.0,0.4,3.1,3.6,3.7,2.1,1.0,0.9,2.7,26.9,0,0,2.4
Eric Gordon,HOU,29,17,11,6,32.3,15.4,4.9,13.0,38.0,2.5,7.6,33.1,3.0,3.6,83.6,0.5,2.1,2.6,1.6,1.4,0.6,0.5,1.7,22.8,0,0,-0.1
Ersan Ilyasova,PHI,31,10,5,5,23.3,9.3,3.6,8.4,42.9,0.9,3.1,29.0,1.2,2.1,57.1,2.6,5.0,7.6,1.3,1.0,0.7,0.4,2.5,22.7,2,0,4.7
Evan Turner,POR,29,3,0,3,28.9,9.3,4.0,11.0,36.4,0.7,2.3,28.6,0.7,0.7,100,1.7,2.3,4.0,3.3,2.0,1.0,0.3,2.7,21.1,0,0,-6.7
Fred VanVleet,TOR,24,6,2,4,19.1,6.8,2.2,6.5,33.3,1.3,4.7,28.6,1.2,1.3,87.5,0.0,1.7,1.7,2.2,0.7,0.0,0.0,1.3,11.4,0,0,1.0
Furkan Korkmaz,PHI,20,1,1,0,1.6,3.0,1.0,1.0,100,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0,0,3.0
George Hill,CLE,32,19,10,9,29.3,9.2,3.1,6.9,45.0,0.8,2.7,31.4,2.2,2.8,77.4,0.7,1.5,2.2,2.2,1.2,0.5,0.4,2.7,16.8,0,0,0.9
Gerald Green,HOU,32,17,11,6,16.0,6.3,2.2,5.5,39.4,1.6,4.2,37.5,0.4,0.4,85.7,0.4,2.6,2.9,0.1,0.6,0.2,0.4,1.6,11.3,1,0,-1.1
Giannis Antetokounmpo,MIL,23,7,3,4,40.0,25.7,9.9,17.3,57.0,0.6,2.0,28.6,5.4,7.9,69.1,1.1,8.4,9.6,6.3,2.4,1.4,0.9,4.0,51.1,3,0,-1.6
Glenn Robinson III,IND,24,2,1,1,2.8,1.0,0.5,0.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.6,0,0,0.5
Goran Dragic,MIA,32,5,1,4,31.3,18.6,7.0,15.0,46.7,1.6,4.2,38.1,3.0,4.4,68.2,0.6,2.0,2.6,4.6,3.0,1.0,0.0,3.0,28.6,0,0,-5.2
Gorgui Dieng,MIN,28,5,1,4,14.1,3.4,1.2,3.6,33.3,0.4,1.0,40.0,0.6,0.8,75.0,0.6,3.0,3.6,0.8,0.2,0.4,0.8,1.2,12.3,0,0,-0.2
Greg Monroe,BOS,28,11,5,6,9.5,4.8,1.7,3.5,50.0,0.0,0.0,0.0,1.4,2.0,68.2,1.3,1.9,3.2,0.5,1.3,0.2,0.2,0.8,9.1,1,0,-1.5
Guerschon Yabusele,BOS,22,12,6,6,4.0,0.3,0.1,0.8,11.1,0.0,0.5,0.0,0.2,0.4,40.0,0.3,0.7,0.9,0.3,0.0,0.2,0.0,0.8,2.3,0,0,-0.3
Hassan Whiteside,MIA,29,5,1,4,15.4,5.2,1.8,4.0,45.0,0.0,0.0,0.0,1.6,2.6,61.5,2.0,4.0,6.0,0.2,2.4,0.0,1.2,3.2,13.9,1,0,-5.2
Ian Clark,NOP,27,9,5,4,21.1,7.8,3.1,7.3,42.4,1.1,3.1,35.7,0.4,0.4,100,0.2,0.9,1.1,1.2,1.0,0.9,0.2,2.2,13.3,0,0,-4.2
Ian Mahinmi,WAS,31,6,2,4,8.7,5.0,1.7,2.3,71.4,0.0,0.0,0.0,1.7,1.8,90.9,0.7,1.2,1.8,0.2,0.2,0.7,0.8,1.7,11.8,0,0,0.8
JJ Redick,PHI,34,10,5,5,34.2,18.2,6.0,13.5,44.4,2.6,7.5,34.7,3.6,4.2,85.7,0.3,1.2,1.5,2.6,1.1,0.8,0.1,2.1,25.5,0,0,5.1
JR Smith,CLE,32,22,12,10,32.1,8.7,3.0,8.5,34.8,2.0,5.5,36.7,0.8,1.0,77.3,0.5,2.3,2.7,1.1,0.9,1.0,0.2,2.5,16.2,0,0,-0.5
JaVale McGee,GSW,30,13,11,2,12.2,6.5,3.0,4.5,67.2,0.0,0.1,0.0,0.5,0.7,66.7,1.2,2.0,3.2,0.3,0.4,0.2,0.8,1.5,13.6,0,0,2.8
Jabari Parker,MIL,23,7,3,4,23.9,10.0,4.0,8.9,45.2,0.9,2.7,31.6,1.1,1.9,61.5,1.1,5.0,6.1,1.4,0.9,1.0,0.6,2.1,23.4,0,0,-2.3
Jae Crowder,UTA,27,11,5,6,29.4,10.0,3.2,9.8,32.4,2.0,6.0,33.3,1.6,2.5,64.3,0.4,4.7,5.1,1.7,1.3,1.4,0.2,2.3,22.1,1,0,-5.9
Jake Layman,POR,24,1,0,1,7.9,6.0,3.0,3.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,14.7,0,0,11.0
Jakob Poeltl,TOR,22,9,4,5,15.5,5.4,1.9,3.4,54.8,0.0,0.1,0.0,1.7,2.1,78.9,1.7,2.3,4.0,0.7,0.9,0.3,0.4,2.8,12.7,0,0,-4.0
Jamal Crawford,MIN,38,5,1,4,24.6,11.8,4.2,9.4,44.7,1.4,3.4,41.2,2.0,2.6,76.9,0.2,2.4,2.6,2.4,1.0,1.0,0.0,1.2,20.5,0,0,-1.0
James Harden,HOU,28,17,11,6,36.5,28.6,9.3,22.6,41.0,3.1,10.2,29.9,6.9,7.8,88.7,0.8,4.4,5.2,6.8,3.8,2.2,0.6,2.7,49.9,4,0,4.4
James Johnson,MIA,31,5,1,4,32.1,12.4,4.6,8.4,54.8,1.4,2.6,53.8,1.8,2.8,64.3,0.6,5.4,6.0,4.8,2.0,1.2,1.2,3.4,32.0,0,0,-8.4
Jason Smith,WAS,32,1,1,0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0
Jason Terry,MIL,40,3,0,3,14.6,2.0,0.7,1.7,40.0,0.7,1.7,40.0,0.0,0.0,0.0,0.3,0.3,0.7,0.7,0.3,0.3,0.0,0.7,4.5,0,0,0.3
Jaylen Brown,BOS,21,18,10,8,32.4,18.0,6.9,14.8,46.6,2.4,6.2,39.3,1.8,2.8,64.0,0.9,3.9,4.8,1.4,1.3,0.8,0.6,3.2,28.7,0,0,1.2
Jayson Tatum,BOS,20,19,11,8,35.9,18.5,6.5,13.7,47.1,1.2,3.7,32.4,4.3,5.1,84.5,0.5,3.8,4.4,2.7,2.2,1.2,0.5,2.6,30.9,1,0,2.7
Jeff Green,CLE,31,22,12,10,23.8,7.7,2.6,6.5,40.8,1.0,3.2,30.0,1.5,2.1,71.7,0.3,2.1,2.4,1.5,0.8,0.3,0.7,1.6,15.0,0,0,-1.6
Jeff Teague,MIN,30,5,1,4,30.6,13.0,4.6,10.2,45.1,1.4,3.6,38.9,2.4,3.4,70.6,0.6,3.0,3.6,5.8,2.8,0.6,0.4,3.8,26.2,0,0,-11.0
Jerami Grant,OKC,24,6,2,4,22.1,7.2,3.0,5.8,51.4,0.3,1.3,25.0,0.8,1.8,45.5,1.3,2.0,3.3,1.0,1.0,0.7,0.5,2.5,15.2,0,0,4.8
Jerryd Bayless,PHI,29,1,0,1,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0
Jimmy Butler,MIN,28,5,1,4,34.1,15.8,5.6,12.6,44.4,1.6,3.4,47.1,3.0,3.6,83.3,0.6,5.4,6.0,4.0,1.0,0.8,0.2,1.8,31.0,0,0,-2.4
Joe Ingles,UTA,30,11,5,6,34.8,14.5,5.2,11.0,47.1,3.2,7.0,45.5,1.0,1.5,64.7,0.5,3.9,4.4,3.4,2.4,0.5,0.2,2.6,24.6,0,0,2.1
Joe Johnson,HOU,37,8,5,3,6.7,1.5,0.8,2.1,35.3,0.0,0.4,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.4,0.4,0.0,0.1,0.5,3.6,0,0,-5.0
Joe Young,IND,26,1,1,0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,2.0
Joel Embiid,PHI,24,8,4,4,34.8,21.4,7.5,17.3,43.5,1.0,3.6,27.6,5.4,7.6,70.5,2.9,9.8,12.6,3.0,3.6,0.9,1.8,3.9,45.3,7,0,5.4
Joffrey Lauvergne,SAS,26,1,0,1,5.9,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.2,0,0,3.0
John Henson,MIL,27,2,0,2,37.1,9.5,4.5,6.5,69.2,0.0,0.0,0.0,0.5,1.0,50.0,2.0,4.0,6.0,2.5,2.0,0.0,3.5,2.0,29.0,0,0,0.0
John Wall,WAS,27,6,2,4,39.1,26.0,9.3,21.2,44.1,0.7,3.5,19.0,6.7,7.8,85.1,0.5,5.2,5.7,11.5,4.5,2.3,1.3,2.7,56.6,3,0,-0.5
Jonas Jerebko,UTA,31,10,4,6,7.9,1.9,0.8,1.9,42.1,0.1,0.6,16.7,0.2,0.2,100,0.4,1.2,1.6,0.3,0.1,0.3,0.0,0.9,5.1,0,0,-1.0
Jonas Valanciunas,TOR,26,10,4,6,24.4,14.6,5.8,10.7,54.2,0.2,0.5,40.0,2.8,3.4,82.4,3.0,7.5,10.5,1.2,1.9,0.4,1.5,2.2,32.8,6,0,2.5
Jordan Bell,GSW,23,17,13,4,10.2,2.4,1.0,1.9,53.1,0.0,0.1,0.0,0.4,0.8,50.0,0.9,1.9,2.8,0.9,0.4,0.4,0.5,1.1,9.3,0,0,2.2
Jordan Clarkson,CLE,26,19,12,7,15.0,4.7,1.9,6.5,30.1,0.6,2.4,23.9,0.3,0.3,83.3,0.5,1.2,1.7,0.7,0.7,0.4,0.2,1.1,8.8,0,0,-2.0
Jordan Crawford,NOP,29,2,1,1,7.7,9.5,4.0,6.5,61.5,1.5,4.0,37.5,0.0,0.0,0.0,0.0,2.0,2.0,0.5,1.5,0.5,0.0,0.5,12.7,0,0,-4.0
Jose Calderon,CLE,36,13,5,8,8.0,1.8,0.7,2.0,34.6,0.3,1.4,22.2,0.2,0.2,100,0.2,0.7,0.8,0.7,0.4,0.4,0.0,1.2,4.7,0,0,0.6
Josh Huestis,OKC,26,4,1,3,4.8,0.8,0.3,0.5,50.0,0.0,0.0,0.0,0.3,0.5,50.0,0.0,0.8,0.8,0.0,0.0,0.3,0.3,0.8,3.2,0,0,-0.3
Josh Richardson,MIA,24,5,1,4,25.9,8.4,3.0,8.0,37.5,1.2,3.8,31.6,1.2,1.4,85.7,0.8,2.2,3.0,2.8,1.0,2.2,1.0,3.4,24.8,0,0,-9.2
Jrue Holiday,NOP,28,9,5,4,38.7,23.7,9.8,18.9,51.8,1.8,5.6,32.0,2.3,3.3,70.0,1.0,4.7,5.7,6.3,2.6,1.1,0.6,2.4,42.4,1,1,1.3
Justin Anderson,PHI,24,7,5,2,4.7,1.1,0.4,1.1,37.5,0.3,1.0,28.6,0.0,0.0,0.0,0.1,1.1,1.3,0.0,0.3,0.1,0.0,1.1,2.8,0,0,0.6
Justise Winslow,MIA,22,5,1,4,25.0,9.8,3.0,8.4,35.7,1.4,3.8,36.8,2.4,3.4,70.6,1.4,5.2,6.6,2.6,1.6,0.8,0.8,3.4,24.8,1,0,-3.6
Jusuf Nurkic,POR,23,4,0,4,23.4,11.8,4.8,9.8,48.7,0.0,0.0,0.0,2.3,2.8,81.8,3.0,5.0,8.0,1.0,0.8,1.5,1.3,3.5,30.4,2,0,-7.3
Karl-Anthony Towns,MIN,22,5,1,4,33.9,15.2,5.6,12.0,46.7,0.6,2.2,27.3,3.4,4.6,73.9,3.0,10.4,13.4,2.2,2.4,0.4,1.0,2.8,36.4,3,0,-8.6
Kelly Olynyk,MIA,27,5,1,4,29.2,12.8,4.2,8.8,47.7,1.6,3.8,42.1,2.8,4.0,70.0,1.4,3.2,4.6,3.8,1.6,1.4,1.2,3.8,30.2,0,0,-2.4
Kelly Oubre Jr.,WAS,22,6,2,4,24.7,9.3,3.0,8.0,37.5,0.7,3.2,21.1,2.7,3.0,88.9,0.2,3.7,3.8,0.7,0.8,1.0,0.5,2.7,18.6,0,0,0.7
Kevin Durant,GSW,29,21,16,5,38.4,29.0,10.1,20.7,48.7,2.2,6.6,34.1,6.5,7.2,90.1,0.6,7.1,7.8,4.7,2.4,0.7,1.2,2.0,48.7,5,1,9.9
Kevin Love,CLE,29,21,11,10,31.4,14.9,5.2,13.2,39.2,1.7,5.0,34.0,2.8,3.0,92.2,2.3,7.9,10.2,1.6,2.0,0.7,0.4,2.8,31.0,8,0,-0.7
Kevon Looney,GSW,22,21,16,5,18.4,4.1,1.9,3.4,54.2,0.0,0.1,0.0,0.4,1.0,38.1,2.0,2.2,4.2,0.9,0.4,0.7,0.4,2.4,13.3,0,0,2.8
Khris Middleton,MIL,26,7,3,4,39.3,24.7,9.6,16.0,59.8,3.6,5.9,61.0,2.0,2.7,73.7,0.1,5.0,5.1,3.1,2.3,0.9,0.7,4.3,38.0,0,0,1.4
Klay Thompson,GSW,28,21,16,5,37.8,19.6,7.6,16.3,46.5,3.2,7.5,42.7,1.3,1.5,87.1,0.5,3.6,4.1,1.8,1.5,0.8,0.3,2.3,28.9,0,0,7.0
Kyle Anderson,SAS,24,5,1,4,14.7,5.4,2.4,4.0,60.0,0.0,0.8,0.0,0.6,0.8,75.0,1.0,1.6,2.6,0.6,0.6,1.2,0.2,2.0,13.0,0,0,-4.0
Kyle Korver,CLE,37,22,12,10,22.9,8.3,2.7,6.4,41.8,2.0,5.0,41.3,0.9,1.0,86.4,0.3,2.1,2.4,0.9,0.6,0.4,0.4,2.0,14.2,0,0,2.0
Kyle Lowry,TOR,32,10,4,6,36.1,17.4,6.0,11.8,50.8,2.8,6.3,44.4,2.6,3.2,81.3,0.2,4.1,4.3,8.5,3.1,1.5,0.0,3.3,36.7,3,0,-1.5
LaMarcus Aldridge,SAS,32,5,1,4,35.3,23.6,7.4,16.0,46.3,0.6,1.0,60.0,8.2,8.4,97.6,2.6,6.6,9.2,2.4,1.8,0.6,0.4,1.8,39.4,4,0,-7.6
Lance Stephenson,IND,27,7,3,4,21.3,10.4,4.3,9.3,46.2,1.1,3.7,30.8,0.7,1.3,55.6,0.4,2.3,2.7,2.9,1.3,0.3,0.1,2.9,18.0,0,0,0.1
Larry Nance Jr.,CLE,25,20,10,10,15.3,4.8,2.1,3.0,68.3,0.0,0.1,0.0,0.7,1.6,45.2,1.8,2.8,4.5,0.9,0.6,0.8,0.7,1.8,15.5,0,0,-2.1
